Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance_(%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access,Parent_Education,Family_Income,Stress_Level_(1-10)
S1912,Omar,Smith,student912@univ.edu,Female,22,Physics,51.09,72.62,93.79,75.98,79.31,6.9,76.51,82.1205,B,9.2,Yes,Yes,High School,Low,1
S1913,Zainab,Johnson,student913@univ.edu,Male,21,Engineering,83.98,63.16,49.75,96.84,66.9,38.4,65.83,64.48,D,24.1,Yes,Yes,PhD,High,1
S1914,Omar,Taylor,student914@univ.edu,Male,24,Engineering,77.4,66.55,87.22,86.76,64.79,23.5,82.9,79.0045,B,24.9,Yes,Yes,Bachelor's,Medium,2
S1915,Maria,Khan,student915@univ.edu,Male,23,Engineering,58.48,71.42,84.47,78.86,67.36,74.0,65.91,75.668,B,29.1,Yes,Yes,High School,Medium,4
S1916,Sophia,Khan,student916@univ.edu,Female,21,Mathematics,90.87,47.7,50.7,58.14,74.49,22.7,61.16,56.3535,D,16.9,No,Yes,None,Low,6
S1917,Ahmed,Brown,student917@univ.edu,Male,19,CS,68.44,61.57,65.31,57.47,98.74,45.8,54.05,66.7115,C,5.7,Yes,No,Bachelor's,Low,7
S1918,Omar,Khan,student918@univ.edu,Female,23,Engineering,64.69,43.81,65.37,75.11,88.18,81.9,52.88,64.067,D,29.3,No,No,None,Low,5
S1919,Liam,Miller,student919@univ.edu,Female,21,Business,91.41,98.78,85.6,86.44,92.59,91.5,65.3,86.3655,A,18.3,No,No,High School,Low,7
S1920,Emma,Johnson,student920@univ.edu,Female,18,Business,81.93,47.11,90.26,87.55,75.28,72.3,86.82,78.4605,B,30.4,No,Yes,Master's,Medium,2
S1921,Sara,Brown,student921@univ.edu,Male,20,Business,94.91,55.51,45.69,61.3,76.31,42.9,60.28,56.777,D,28.3,Yes,No,None,Medium,6
S1922,Ali,Wilson,student922@univ.edu,Female,19,Data Science,81.49,93.48,73.78,55.0,60.22,57.2,64.96,71.546,C,19.9,Yes,No,None,Low,3
S1923,Omar,Miller,student923@univ.edu,Male,24,CS,87.04,68.96,85.7,69.22,86.05,69.0,95.26,81.3665,B,35.0,Yes,Yes,Bachelor's,High,9
S1924,Liam,Khan,student924@univ.edu,Male,19,Mathematics,91.82,48.14,87.17,95.91,71.08,87.5,81.96,77.48,B,18.9,Yes,No,PhD,Low,10
S1925,Liam,Davis,student925@univ.edu,Male,25,Mathematics,52.74,63.05,48.88,77.27,87.12,88.9,95.99,68.775,C,25.9,Yes,No,Master's,Low,10
S1926,Sara,Ahmed,student926@univ.edu,Male,22,CS,88.8,46.95,71.53,66.0,70.45,93.1,95.56,69.227,C,25.1,Yes,Yes,Bachelor's,Low,4
S1927,Ahmed,Davis,student927@univ.edu,Female,20,Physics,80.69,52.01,91.45,66.18,55.43,81.1,53.17,68.6265,C,20.5,No,No,Bachelor's,High,5
S1928,Liam,Miller,student928@univ.edu,Female,19,Physics,53.48,43.12,59.11,56.6,58.65,14.7,97.75,61.2625,D,22.6,Yes,Yes,High School,Low,5
S1929,Emma,Taylor,student929@univ.edu,Female,25,Data Science,75.43,66.29,65.51,73.66,90.58,74.8,52.56,68.7065,C,29.0,Yes,Yes,PhD,Medium,2
S1930,Liam,Khan,student930@univ.edu,Female,21,CS,54.12,88.4,88.26,89.57,62.93,81.5,96.28,85.888,A,22.1,Yes,Yes,PhD,High,4
S1931,Liam,Taylor,student931@univ.edu,Male,19,Physics,86.8,75.16,45.36,98.43,63.22,87.8,77.34,66.7565,C,18.5,No,Yes,Master's,Medium,7
S1932,Liam,Taylor,student932@univ.edu,Male,19,Data Science,77.33,76.38,91.57,75.08,96.47,92.5,76.66,84.557,B,24.9,No,Yes,Master's,High,2
S1933,Lucas,Johnson,student933@univ.edu,Male,19,Engineering,97.68,52.04,58.67,58.36,82.88,50.9,85.66,64.9775,D,6.1,No,No,PhD,High,5
S1934,Lucas,Anderson,student934@univ.edu,Male,22,Engineering,59.16,60.63,40.09,84.15,55.72,65.5,93.96,61.232,D,8.3,Yes,Yes,None,Low,5
S1935,Ahmed,Johnson,student935@univ.edu,Female,19,Data Science,80.3,90.71,54.05,87.84,57.18,1.0,80.85,70.94,C,8.8,Yes,No,None,Medium,5
S1936,Omar,Jones,student936@univ.edu,Male,19,CS,60.58,45.27,45.37,53.58,63.62,57.3,71.27,53.204,F,17.8,No,Yes,Bachelor's,High,7
S1937,Liam,Williams,student937@univ.edu,Female,22,Engineering,80.7,91.48,45.54,92.51,79.7,47.3,55.59,68.405,C,31.2,No,No,PhD,Medium,10
S1938,Hassan,Miller,student938@univ.edu,Male,25,CS,86.13,69.02,81.57,91.47,87.64,96.2,89.46,82.639,B,24.3,No,Yes,Bachelor's,High,7
S1939,Sophia,Smith,student939@univ.edu,Male,23,Physics,86.12,90.23,52.84,73.63,63.72,90.2,56.41,65.604,C,34.2,No,Yes,None,Low,8
S1940,Hassan,Williams,student940@univ.edu,Male,20,Engineering,90.75,59.08,96.08,78.02,93.53,79.8,86.32,84.1245,B,6.2,No,Yes,Master's,High,1
S1941,Omar,Wilson,student941@univ.edu,Male,25,Physics,92.68,60.33,70.99,85.67,55.46,5.7,76.4,69.542,C,26.7,Yes,Yes,PhD,Medium,3
S1942,Ahmed,Ahmed,student942@univ.edu,Female,24,CS,53.86,85.1,67.61,83.84,60.38,40.2,69.29,72.71,C,14.4,Yes,Yes,High School,Medium,1
S1943,Zainab,Johnson,student943@univ.edu,Female,23,CS,67.16,87.1,66.06,50.83,98.52,69.6,80.65,75.041,B,5.7,Yes,Yes,Bachelor's,Medium,7
S1944,Zainab,Johnson,student944@univ.edu,Female,18,Business,84.36,53.78,81.56,56.12,56.74,3.0,88.62,69.524,C,29.8,Yes,No,PhD,Medium,5
S1945,John,Brown,student945@univ.edu,Female,22,Data Science,74.93,98.37,67.14,58.13,94.41,23.6,97.06,80.613,B,9.9,No,Yes,High School,High,2
S1946,Hassan,Williams,student946@univ.edu,Male,22,Mathematics,59.53,45.07,47.72,87.78,85.2,88.8,63.23,61.1475,D,11.4,Yes,Yes,Bachelor's,High,10
S1947,Omar,Brown,student947@univ.edu,Male,19,Data Science,77.64,44.11,92.81,72.0,53.65,13.0,97.36,74.757,C,15.2,No,No,None,High,2
S1948,Omar,Smith,student948@univ.edu,Female,19,CS,70.37,75.73,65.7,77.28,74.19,5.1,98.05,75.569,B,28.7,No,Yes,Bachelor's,High,7
S1949,David,Brown,student949@univ.edu,Female,24,CS,69.5,83.36,44.44,88.63,75.95,58.1,90.68,70.515,C,23.7,No,No,Master's,Low,5
S1950,Maria,Williams,student950@univ.edu,Male,18,Data Science,90.49,97.65,71.76,67.05,96.61,94.6,94.07,83.3055,B,12.9,Yes,Yes,Bachelor's,High,4
S1951,Ali,Miller,student951@univ.edu,Male,19,CS,70.38,64.3,78.84,87.44,71.06,83.5,84.62,76.922,B,10.1,Yes,Yes,Bachelor's,Low,8
S1952,David,Khan,student952@univ.edu,Female,21,Physics,51.32,41.52,56.53,72.11,72.34,97.5,51.95,57.5495,D,8.3,No,Yes,PhD,High,3
S1953,Emma,Khan,student953@univ.edu,Female,19,Engineering,52.9,76.17,88.02,68.86,55.62,75.4,78.75,76.5255,B,9.5,Yes,No,PhD,High,3
S1954,Lucas,Ahmed,student954@univ.edu,Female,19,CS,92.81,57.38,80.19,66.65,81.96,43.7,87.36,74.938,C,31.0,Yes,No,None,High,8
S1955,Lucas,Wilson,student955@univ.edu,Male,21,Data Science,98.03,65.98,79.02,98.25,60.54,94.7,97.09,79.235,B,32.7,No,Yes,Master's,Low,2
S1956,Maria,Johnson,student956@univ.edu,Female,18,Data Science,84.42,69.31,65.25,88.6,53.88,42.7,78.52,69.8495,C,34.0,Yes,Yes,Master's,High,3
S1957,Sara,Smith,student957@univ.edu,Female,21,Data Science,68.22,43.87,97.71,51.01,99.85,35.0,89.71,79.058,B,30.0,Yes,Yes,None,High,4
S1958,Sara,Johnson,student958@univ.edu,Female,22,Business,96.93,69.16,56.45,97.87,63.48,44.8,85.25,70.5795,C,31.6,Yes,Yes,High School,High,10
S1959,Ahmed,Jones,student959@univ.edu,Female,21,Physics,83.14,65.58,74.66,88.77,57.05,81.4,64.04,70.726,C,29.5,No,No,Bachelor's,Medium,3
S1960,Fatima,Ahmed,student960@univ.edu,Female,20,Physics,92.22,82.75,58.54,57.46,84.97,91.8,57.74,67.0645,C,33.7,Yes,Yes,PhD,Medium,8
S1961,Maria,Wilson,student961@univ.edu,Male,22,Business,88.29,78.74,84.69,53.82,91.08,35.8,87.55,80.257,B,30.4,Yes,Yes,None,Medium,6
S1962,Ali,Anderson,student962@univ.edu,Female,19,Physics,68.96,51.11,42.87,65.41,53.2,46.2,61.69,52.2715,F,18.9,Yes,Yes,None,Low,3
S1963,Omar,Brown,student963@univ.edu,Male,24,Business,73.94,52.37,42.75,81.21,55.27,89.8,62.23,55.243,D,14.7,Yes,No,PhD,High,7
S1964,Sara,Davis,student964@univ.edu,Female,22,Physics,59.31,55.06,88.65,80.83,54.51,4.7,82.2,74.6705,C,22.5,No,No,PhD,Low,4
S1965,Ali,Williams,student965@univ.edu,Female,18,Business,64.6,50.74,66.06,63.79,52.35,78.4,89.45,64.1075,D,23.2,No,No,High School,High,3
S1966,Liam,Johnson,student966@univ.edu,Female,18,Business,88.91,79.43,60.47,72.28,82.97,45.4,79.12,72.206,C,22.2,Yes,Yes,Master's,Low,2
S1967,Hassan,Brown,student967@univ.edu,Male,21,Physics,94.7,99.67,76.45,60.59,79.42,37.7,94.25,81.8305,B,26.2,No,Yes,PhD,Medium,8
S1968,Hassan,Smith,student968@univ.edu,Male,22,Business,86.22,79.13,82.11,52.53,83.14,44.7,60.57,74.0005,C,26.0,Yes,No,None,High,8
S1969,Fatima,Johnson,student969@univ.edu,Male,19,Physics,73.26,76.4,52.07,75.85,75.28,41.9,62.62,65.567,C,7.6,No,Yes,Bachelor's,Medium,2
S1970,Sophia,Anderson,student970@univ.edu,Female,18,Business,54.33,64.6,51.13,67.35,90.88,75.7,81.85,66.8275,C,13.6,Yes,No,High School,Medium,9
S1971,Omar,Khan,student971@univ.edu,Female,23,Data Science,52.85,58.75,97.49,77.14,77.33,92.8,91.47,82.7625,B,31.7,No,No,Bachelor's,High,7
S1972,Emma,Wilson,student972@univ.edu,Male,19,Mathematics,68.72,94.66,75.38,97.33,95.94,49.1,76.97,85.851,A,22.7,Yes,No,Bachelor's,Low,6
S1973,Liam,Ahmed,student973@univ.edu,Male,23,Physics,73.19,98.14,63.41,57.17,74.28,83.3,50.52,69.117,C,14.9,Yes,Yes,Master's,Medium,3
S1974,Liam,Wilson,student974@univ.edu,Female,20,Business,80.46,69.81,88.09,50.1,89.53,73.2,83.85,78.3155,B,30.5,Yes,No,Bachelor's,Medium,3
S1975,Hassan,Khan,student975@univ.edu,Male,23,Data Science,50.32,57.41,71.51,53.84,70.37,33.1,90.68,68.744,C,12.5,No,Yes,None,High,4
S1976,Maria,Johnson,student976@univ.edu,Female,25,Mathematics,99.49,86.21,54.5,73.14,71.76,58.7,63.83,67.6265,C,17.3,No,Yes,None,High,9
S1977,Fatima,Smith,student977@univ.edu,Male,18,Business,68.2,47.95,52.4,85.35,92.45,66.7,52.71,62.5065,D,13.3,Yes,Yes,PhD,Low,8
S1978,Ahmed,Wilson,student978@univ.edu,Male,21,Mathematics,92.4,85.94,63.81,79.04,55.38,2.3,75.9,71.0695,C,31.1,Yes,No,Master's,Medium,2
S1979,Emma,Wilson,student979@univ.edu,Male,20,Physics,76.75,89.14,91.59,74.74,78.25,39.6,52.11,80.6495,B,26.8,Yes,Yes,PhD,Medium,5
S1980,Sara,Anderson,student980@univ.edu,Female,22,Mathematics,56.52,47.49,43.69,67.7,86.32,99.3,70.8,58.5125,D,18.8,No,Yes,Bachelor's,Low,10
S1981,Ali,Williams,student981@univ.edu,Female,19,Engineering,89.88,98.61,53.11,65.5,87.52,63.7,50.89,68.897,C,33.0,Yes,No,None,High,6
S1982,Maria,Smith,student982@univ.edu,Male,18,CS,85.49,99.13,93.59,68.81,79.57,33.4,61.25,84.027,B,32.8,No,Yes,PhD,High,5
S1983,Sara,Smith,student983@univ.edu,Female,20,Engineering,76.37,96.2,47.3,80.58,72.4,25.0,69.44,69.158,C,26.3,No,No,None,High,1
S1984,Maria,Miller,student984@univ.edu,Female,20,Physics,75.73,69.76,77.78,58.39,63.04,20.9,55.59,67.728,C,31.8,Yes,No,PhD,Low,9
S1985,Maria,Khan,student985@univ.edu,Female,25,Physics,54.37,54.76,52.81,88.57,95.47,40.2,55.71,65.398,C,26.6,Yes,Yes,High School,High,10
S1986,Maria,Miller,student986@univ.edu,Female,18,Mathematics,82.79,74.92,76.35,78.76,68.49,19.3,91.35,77.4965,B,23.8,Yes,Yes,Master's,High,6
S1987,Hassan,Khan,student987@univ.edu,Male,22,Data Science,95.56,65.2,62.99,63.46,89.95,13.5,52.07,65.9085,C,17.6,No,Yes,PhD,Low,5
S1988,Fatima,Wilson,student988@univ.edu,Female,22,Business,54.66,52.36,46.1,75.06,51.58,36.4,84.45,58.2705,D,13.2,Yes,Yes,Bachelor's,Medium,6
S1989,Ahmed,Khan,student989@univ.edu,Female,21,CS,63.18,65.42,74.95,98.14,61.61,60.7,90.72,76.887,B,6.8,Yes,No,None,Medium,3
S1990,Maria,Davis,student990@univ.edu,Male,24,Business,95.12,79.83,80.98,51.02,67.28,14.6,56.54,70.535,C,29.0,No,No,None,Low,9
S1991,John,Miller,student991@univ.edu,Female,23,Data Science,64.22,44.25,80.82,59.98,83.58,4.4,59.77,67.6365,C,8.7,No,No,Master's,High,4
S1992,Sophia,Wilson,student992@univ.edu,Female,22,Physics,82.7,60.01,78.22,72.42,65.97,3.5,82.07,72.448,C,17.3,Yes,No,Master's,High,6
S1993,Sara,Taylor,student993@univ.edu,Female,25,CS,76.74,41.07,70.01,81.92,52.07,26.7,65.78,62.683,D,12.0,Yes,Yes,High School,Medium,6
S1994,Omar,Jones,student994@univ.edu,Male,21,Engineering,79.82,84.97,71.17,60.61,58.69,19.0,73.82,70.8715,C,18.6,No,No,PhD,High,2
S1995,David,Jones,student995@univ.edu,Male,23,Physics,70.79,78.44,78.14,96.57,62.96,53.9,91.8,80.7365,B,14.4,No,No,High School,Medium,9
S1996,Ali,Smith,student996@univ.edu,Female,20,Physics,65.0,43.76,81.42,82.13,58.8,45.6,56.9,66.9235,C,29.9,Yes,Yes,PhD,Medium,2
S1997,Hassan,Davis,student997@univ.edu,Female,18,Mathematics,52.43,97.88,79.29,93.87,60.19,32.5,80.98,82.5835,B,34.3,No,Yes,PhD,High,10
S1998,Emma,Anderson,student998@univ.edu,Male,22,Data Science,87.21,41.36,75.22,66.47,88.45,83.4,97.12,72.405,C,33.2,No,No,Master's,Medium,5
S1999,Lucas,Williams,student999@univ.edu,Male,21,Mathematics,87.3,75.4,49.35,91.45,70.6,50.5,52.87,64.5905,D,23.7,Yes,No,Master's,Medium,2
S2000,Ahmed,Miller,student1000@univ.edu,Male,20,Mathematics,83.54,86.58,52.64,68.91,70.26,9.2,53.0,64.5655,D,34.4,Yes,No,PhD,Low,9
S2001,Omar,Taylor,student1001@univ.edu,Female,22,Business,82.18,87.27,55.61,62.64,98.33,29.6,77.74,72.724,C,17.0,No,No,Master's,High,2
S2002,Liam,Wilson,student1002@univ.edu,Female,19,Physics,62.19,42.06,95.18,95.58,72.34,97.3,98.0,81.613,B,20.7,Yes,Yes,PhD,Low,8
S2003,Zainab,Davis,student1003@univ.edu,Male,24,Data Science,51.12,94.38,85.56,54.61,96.38,97.7,61.02,80.6235,B,12.7,No,Yes,Master's,High,1
S2004,John,Smith,student1004@univ.edu,Female,20,Mathematics,90.44,95.11,73.17,97.14,64.95,25.5,66.54,78.926,B,31.9,No,No,Bachelor's,High,3
S2005,Lucas,Ahmed,student1005@univ.edu,Female,25,Engineering,74.56,73.68,55.12,72.93,70.03,16.7,54.93,63.7115,D,10.4,No,No,PhD,High,7
S2006,David,Miller,student1006@univ.edu,Female,25,CS,65.34,68.92,46.65,99.63,69.81,49.6,68.11,65.744,C,23.3,No,Yes,None,High,6
S2007,Omar,Davis,student1007@univ.edu,Female,22,Data Science,55.1,42.69,93.93,76.98,77.3,48.1,52.22,72.3885,C,29.0,No,Yes,Bachelor's,Medium,2
S2008,Lucas,Miller,student1008@univ.edu,Female,25,Business,53.14,73.72,93.56,87.87,79.21,41.0,69.45,82.9695,B,22.9,Yes,Yes,High School,Low,9
S2009,Omar,Ahmed,student1009@univ.edu,Female,20,Data Science,67.44,64.56,46.64,50.35,62.41,52.9,77.77,57.8155,D,7.4,Yes,Yes,Master's,Low,2
S2010,Ali,Williams,student1010@univ.edu,Female,18,Physics,90.24,86.37,87.83,74.83,89.68,23.2,98.75,87.5035,A,23.3,No,No,High School,Medium,6
S2011,John,Williams,student1011@univ.edu,Male,18,Business,95.94,64.23,66.8,86.87,74.83,11.5,90.92,74.119,C,28.0,No,No,None,Low,1
S2012,David,Anderson,student1012@univ.edu,Male,24,CS,94.84,81.01,59.44,89.14,50.35,57.0,91.1,71.5945,C,10.6,Yes,No,Master's,Low,3
S2013,Liam,Jones,student1013@univ.edu,Male,18,Engineering,96.0,46.08,84.35,57.9,79.57,93.3,61.41,68.5705,C,27.1,Yes,No,High School,High,5
S2014,Maria,Khan,student1014@univ.edu,Male,23,Mathematics,95.39,47.98,76.86,70.95,89.9,13.8,54.36,68.7785,C,31.4,Yes,Yes,Bachelor's,High,7
S2015,Sara,Brown,student1015@univ.edu,Male,19,Data Science,76.36,48.38,86.8,70.95,62.52,70.5,80.15,72.099,C,34.6,Yes,No,High School,High,3
S2016,Liam,Brown,student1016@univ.edu,Male,18,Business,60.97,42.73,44.46,55.18,51.89,43.8,76.06,51.5765,F,17.3,No,Yes,Master's,High,9
S2017,Maria,Miller,student1017@univ.edu,Male,25,CS,89.9,72.48,59.12,72.15,90.36,29.4,75.83,70.939,C,5.8,No,No,Bachelor's,Medium,4
S2018,Zainab,Ahmed,student1018@univ.edu,Male,19,Mathematics,60.69,87.64,59.16,90.35,98.81,85.3,55.45,74.9255,C,17.6,Yes,Yes,None,Medium,9
S2019,Hassan,Anderson,student1019@univ.edu,Male,18,CS,63.36,76.62,59.79,65.01,53.83,45.6,74.69,65.28,C,24.8,No,No,High School,Medium,3
S2020,Fatima,Brown,student1020@univ.edu,Female,23,Engineering,61.66,74.5,70.15,71.63,96.9,58.3,57.52,73.36,C,31.7,No,No,PhD,Low,3
S2021,Fatima,Khan,student1021@univ.edu,Female,25,Mathematics,75.75,80.84,56.98,98.05,67.96,44.3,71.11,71.679,C,33.1,Yes,No,Master's,High,4
S2022,Fatima,Smith,student1022@univ.edu,Male,20,Mathematics,66.09,60.38,66.66,51.59,97.07,8.1,53.11,65.6725,C,32.3,No,Yes,PhD,Low,2
S2023,Ahmed,Brown,student1023@univ.edu,Female,22,Mathematics,57.71,61.72,62.07,79.58,82.44,59.5,92.84,72.2975,C,24.7,No,No,PhD,High,5
S2024,Sophia,Johnson,student1024@univ.edu,Female,22,Business,72.66,58.86,84.12,87.17,94.51,41.9,50.66,76.065,B,25.5,No,No,High School,High,9
S2025,Emma,Wilson,student1025@univ.edu,Male,18,Mathematics,93.7,82.73,76.21,88.04,89.29,8.7,96.97,84.3645,B,5.1,Yes,No,PhD,Low,8
S2026,Emma,Anderson,student1026@univ.edu,Male,22,CS,78.53,49.7,79.22,85.8,51.4,59.6,93.14,72.218,C,15.9,Yes,Yes,Bachelor's,Low,8
S2027,Fatima,Smith,student1027@univ.edu,Male,18,Business,93.92,40.78,52.64,86.32,53.27,1.0,87.63,60.663,D,32.2,No,Yes,None,Low,8
S2028,Sara,Davis,student1028@univ.edu,Female,18,Mathematics,59.79,75.77,59.53,52.95,76.29,20.9,99.13,70.245,C,25.7,Yes,No,None,Medium,8
S2029,David,Smith,student1029@univ.edu,Female,25,CS,58.35,96.54,41.27,76.71,56.48,78.1,52.69,61.6345,D,19.0,Yes,Yes,PhD,Low,6
S2030,John,Jones,student1030@univ.edu,Male,24,CS,78.78,76.56,46.5,89.15,73.05,3.8,82.08,68.229,C,8.1,No,No,Master's,Medium,7
S2031,David,Davis,student1031@univ.edu,Female,21,Data Science,73.17,86.98,55.9,54.7,97.73,64.7,92.47,73.696,C,12.4,Yes,Yes,PhD,Low,10
S2032,John,Taylor,student1032@univ.edu,Female,21,CS,83.01,80.37,43.93,50.6,64.74,95.0,56.33,57.2,D,21.6,Yes,Yes,Master's,Medium,5
S2033,David,Wilson,student1033@univ.edu,Female,24,Physics,89.73,69.85,76.16,90.73,74.45,17.1,79.24,77.289,B,31.9,No,Yes,None,Low,6
S2034,Sophia,Wilson,student1034@univ.edu,Male,21,Engineering,87.57,83.1,99.89,85.61,69.21,41.7,69.7,85.2595,A,7.9,No,No,Bachelor's,Medium,3
S2035,Ahmed,Wilson,student1035@univ.edu,Female,19,Mathematics,97.11,89.45,46.05,70.61,81.49,57.5,71.79,67.591,C,9.6,Yes,No,Master's,Low,5
S2036,Ahmed,Ahmed,student1036@univ.edu,Female,21,Mathematics,69.91,53.48,89.27,97.02,59.69,45.0,95.63,79.7915,B,24.7,Yes,No,None,High,10
S2037,Fatima,Wilson,student1037@univ.edu,Female,18,Mathematics,60.32,60.17,47.13,88.33,63.0,62.0,76.93,62.7685,D,13.8,No,No,High School,Low,3
S2038,Zainab,Miller,student1038@univ.edu,Female,23,CS,77.55,53.42,80.19,98.39,92.94,40.4,54.66,75.649,B,10.1,No,No,PhD,Low,5
S2039,Maria,Wilson,student1039@univ.edu,Female,23,CS,55.54,67.13,78.59,96.47,90.57,14.9,96.86,83.5175,B,10.4,No,Yes,Master's,High,10
S2040,Zainab,Khan,student1040@univ.edu,Female,20,Mathematics,64.44,93.1,94.16,74.06,89.46,8.9,59.26,84.993,B,19.8,Yes,Yes,Bachelor's,High,1
S2041,Lucas,Wilson,student1041@univ.edu,Female,25,Physics,60.39,60.71,46.84,87.74,88.55,74.4,94.63,69.174,C,22.5,Yes,Yes,PhD,Medium,1
S2042,Ahmed,Wilson,student1042@univ.edu,Male,21,Business,69.83,62.47,58.93,83.46,72.97,23.9,98.55,71.3665,C,32.1,No,No,None,High,10
S2043,Ahmed,Ahmed,student1043@univ.edu,Male,23,Business,55.56,91.62,45.45,90.57,86.44,84.7,93.89,74.8665,C,20.9,No,No,None,Medium,6
S2044,Liam,Anderson,student1044@univ.edu,Female,21,Engineering,51.59,70.92,64.44,89.38,69.36,74.3,83.86,73.128,C,25.7,Yes,No,None,Low,8
S2045,Liam,Miller,student1045@univ.edu,Male,25,Data Science,82.84,72.13,94.7,57.66,55.04,4.9,87.18,77.553,B,10.4,Yes,No,Master's,High,4
S2046,Maria,Ahmed,student1046@univ.edu,Female,20,Engineering,80.51,91.65,86.89,61.69,69.67,20.1,84.99,81.194,B,26.4,No,Yes,High School,Medium,7
S2047,Ali,Williams,student1047@univ.edu,Female,23,Mathematics,85.42,69.43,83.37,63.29,57.93,29.2,73.03,72.203,C,24.5,Yes,No,High School,Low,5
S2048,Lucas,Smith,student1048@univ.edu,Female,18,Mathematics,83.02,80.89,71.98,90.92,69.54,59.4,63.72,74.998,C,11.5,Yes,Yes,None,Medium,2
S2049,Zainab,Smith,student1049@univ.edu,Male,19,Mathematics,55.71,45.14,93.01,90.54,64.87,81.0,64.25,74.5305,C,25.1,Yes,No,PhD,Low,5
S2050,Sara,Davis,student1050@univ.edu,Female,24,Data Science,64.55,50.72,66.97,74.77,79.96,6.0,86.56,69.777,C,11.3,No,No,Bachelor's,Medium,2
S2051,Liam,Anderson,student1051@univ.edu,Female,24,CS,56.48,64.26,48.98,79.04,68.08,25.0,81.3,64.258,D,22.8,No,Yes,PhD,Low,9
S2052,Sara,Johnson,student1052@univ.edu,Male,24,Data Science,92.15,69.69,90.26,91.35,85.28,37.6,79.24,83.9095,B,25.1,Yes,No,Master's,Low,1
S2053,Omar,Smith,student1053@univ.edu,Male,21,Engineering,87.35,97.94,56.78,65.63,75.61,18.3,82.63,73.0415,C,25.8,No,Yes,High School,Medium,3
S2054,Liam,Brown,student1054@univ.edu,Female,23,CS,60.08,98.24,43.22,52.51,95.97,54.5,88.74,70.358,C,32.3,No,Yes,Bachelor's,Low,1
S2055,Sophia,Johnson,student1055@univ.edu,Male,25,CS,67.07,91.07,47.56,74.13,54.55,47.8,87.42,67.275,C,33.4,No,Yes,None,Medium,5
S2056,Ali,Wilson,student1056@univ.edu,Male,25,Engineering,98.33,58.94,76.54,95.69,84.39,31.6,55.27,73.8795,C,29.3,Yes,Yes,None,Low,4
S2057,Lucas,Wilson,student1057@univ.edu,Female,23,CS,79.71,97.84,76.42,89.52,83.62,51.7,68.15,82.5085,B,31.4,No,Yes,Master's,High,6
S2058,Hassan,Miller,student1058@univ.edu,Female,20,Business,90.06,81.36,55.61,68.33,97.53,35.6,63.2,70.0945,C,5.6,No,Yes,Master's,High,5
S2059,Maria,Johnson,student1059@univ.edu,Female,18,Engineering,63.23,63.58,83.63,53.24,68.58,34.3,76.91,71.796,C,15.9,Yes,No,Master's,Medium,7
S2060,Omar,Brown,student1060@univ.edu,Male,22,Engineering,60.5,82.1,86.42,81.85,65.27,26.5,53.07,76.6955,B,6.2,Yes,No,Master's,High,7
S2061,Hassan,Miller,student1061@univ.edu,Male,23,Business,89.2,40.99,95.23,91.72,58.62,54.0,88.12,77.2975,B,11.7,No,No,None,High,10
S2062,Lucas,Khan,student1062@univ.edu,Male,19,Data Science,84.29,48.77,75.1,83.25,63.26,44.4,55.33,66.315,C,16.5,No,No,None,Low,5
S2063,Zainab,Ahmed,student1063@univ.edu,Female,20,Data Science,84.05,89.78,86.77,71.25,75.09,19.6,63.57,79.812,B,31.0,No,No,Master's,High,10
S2064,Fatima,Davis,student1064@univ.edu,Male,23,Data Science,77.63,78.73,85.19,56.17,91.89,1.3,89.14,81.1425,B,20.4,Yes,Yes,None,Medium,1
S2065,Sophia,Johnson,student1065@univ.edu,Male,23,CS,78.18,61.85,55.47,95.54,64.21,15.1,52.58,63.634,D,24.5,No,No,Master's,Medium,9
S2066,Lucas,Anderson,student1066@univ.edu,Female,20,Business,86.78,70.04,58.61,63.8,57.89,4.3,83.01,65.2265,C,15.9,Yes,No,Bachelor's,Low,2
S2067,Sophia,Wilson,student1067@univ.edu,Female,20,Engineering,63.5,94.31,68.71,61.21,63.61,43.2,96.22,76.0665,B,23.1,Yes,No,Master's,High,7
S2068,Sophia,Wilson,student1068@univ.edu,Female,21,Engineering,67.64,77.89,41.14,90.8,55.05,22.5,80.88,63.9865,D,29.5,Yes,No,Master's,Low,3
S2069,Sara,Jones,student1069@univ.edu,Male,23,Engineering,93.58,63.89,57.84,99.06,96.33,42.0,85.63,75.175,B,14.0,No,No,Bachelor's,High,10
S2070,David,Ahmed,student1070@univ.edu,Female,22,CS,65.44,47.22,68.43,83.01,93.63,32.9,89.61,73.332,C,33.0,No,Yes,High School,High,6
S2071,Hassan,Ahmed,student1071@univ.edu,Male,19,CS,77.32,57.62,46.48,81.24,65.42,53.8,61.11,58.9575,D,11.4,No,No,PhD,High,5
S2072,Fatima,Miller,student1072@univ.edu,Male,18,Physics,85.13,98.7,47.58,65.97,62.35,72.4,79.05,67.4985,C,32.6,Yes,Yes,Master's,Low,6
S2073,Zainab,Williams,student1073@univ.edu,Female,18,Data Science,100.0,66.24,67.79,51.02,95.27,47.9,65.45,68.7355,C,5.8,Yes,Yes,Bachelor's,Low,10
